p,o,a,b,c
113,+,100,60,47
113,/,91,36,2
97,+,52,90,45
113,-,42,43,112
97,-,95,62,33
97,/,29,17,1
113,/,100,38,2
113,+,57,71,15
113,/,20,45,0
113,+,2,46,48
113,/,64,93,0
97,+,30,77,10
113,+,108,60,55
97,/,68,16,4
97,-,78,39,39
113,+,24,99,10
97,-,3,88,12
113,+,9,95,104
97,/,28,43,0
97,+,35,69,7
113,-,3,8,108
97,-,56,80,73
97,+,10,42,52
97,-,82,48,34
97,-,38,53,82
113,-,11,102,22
97,-,43,41,2
113,/,80,98,0
97,+,76,40,19
97,/,22,21,1
113,+,99,16,2
113,+,104,95,86
97,-,81,10,71
97,-,84,97,84
113,-,67,1,66
97,-,15,11,4
113,+,91,53,31
97,-,7,54,50
113,-,19,7,12
113,+,43,24,67
97,/,20,77,0
97,/,63,4,15
113,-,23,104,32
97,/,40,62,0
113,/,95,18,5
97,-,29,61,65
97,+,30,26,56
113,+,71,39,110
113,/,37,44,0
113,+,98,77,62
113,-,88,14,74
97,+,38,46,84
97,/,75,17,4
113,/,110,68,1
113,-,69,24,45
113,+,53,74,14
113,+,77,35,112
113,-,62,100,75
97,/,8,84,0
113,-,102,0,102
97,/,27,65,0
113,/,21,8,2
97,-,20,35,82
113,+,48,80,15
97,/,67,82,0
113,-,24,91,46
113,+,1,41,42
113,+,33,104,24
97,+,97,18,18
113,/,29,107,0
97,/,96,14,6
97,+,54,40,94
97,/,44,14,3
113,+,52,102,41
113,-,86,97,102
97,-,49,38,11
113,+,0,48,48
97,/,28,46,0
97,/,65,30,2
97,/,79,17,4
113,-,39,57,95
97,/,75,21,3
97,/,65,8,8
97,+,43,24,67
113,+,44,52,96
113,+,59,111,57
113,+,70,66,23
113,/,107,49,2
97,+,59,46,8
113,/,2,61,0
97,-,21,4,17
97,-,94,14,80
113,-,56,106,63
97,+,47,29,76
97,+,63,10,73
113,+,60,54,1
97,+,37,23,60
97,+,80,23,6
113,-,38,18,20
113,/,109,81,1
97,-,52,82,67
97,/,17,94,0
113,/,112,54,2
97,+,35,54,89
113,/,63,28,2
97,/,53,29,1
113,-,84,25,59
113,-,81,71,10
113,+,53,77,17
113,-,39,102,50
113,+,30,87,4
113,/,10,77,0
113,/,111,97,1
113,-,98,108,103
113,/,40,104,0
113,/,87,50,1
113,-,0,98,15
97,+,65,35,3
113,+,15,84,99
113,-,89,96,106
97,/,29,47,0
97,+,27,61,88
113,/,23,78,0
113,/,57,67,0
97,/,41,76,0
97,/,66,70,0
113,/,110,109,1
113,+,49,72,8
97,/,37,80,0
97,/,89,97,0
113,+,99,106,92
97,-,25,96,26
97,+,27,51,78
113,/,55,62,0
113,+,40,54,94
97,/,39,60,0
113,/,75,36,2
113,-,15,32,96
97,/,73,66,1
97,+,31,17,48
113,-,51,47,4
97,-,9,4,5
113,/,108,111,0
113,+,108,45,40
113,-,90,40,50
113,-,38,3,35
113,/,48,70,0
113,-,67,25,42
113,+,16,95,111
113,+,97,54,38
113,+,12,93,105
113,/,70,72,0
97,-,92,81,11
97,/,11,85,0
97,+,5,45,50
97,/,45,2,22
97,-,21,55,63
113,+,75,54,16
113,/,0,20,0
113,-,37,87,63
97,-,12,45,64
97,-,40,41,96
97,+,32,5,37
113,/,23,35,0
113,+,2,106,108
113,+,33,97,17
113,+,1,31,32
113,+,59,83,29
97,-,42,60,79
113,+,9,21,30
97,+,35,6,41
113,/,107,76,1
113,+,2,13,15
113,+,26,74,100
97,+,7,73,80
113,/,7,36,0
113,+,60,20,80
97,/,9,43,0
113,-,92,78,14
97,/,91,80,1
97,-,55,8,47
97,-,35,13,22
97,/,32,83,0
113,/,28,103,0
97,+,19,65,84
113,-,27,12,15
113,/,89,67,1
113,-,71,0,71
113,+,48,89,24
97,+,88,96,87
113,-,14,15,112
97,-,21,88,30
97,/,28,2,14
113,/,55,48,1
113,+,110,73,70
97,-,6,42,61
113,+,76,55,18
113,+,111,44,42
97,/,55,62,0
113,/,64,45,1
97,+,64,83,50
113,+,34,91,12
113,+,32,11,43
97,+,49,3,52
97,-,27,92,32
113,+,8,84,92
113,/,93,74,1
97,-,12,71,38
113,/,25,26,0
97,+,81,42,26
113,/,43,110,0
97,-,0,45,52
113,-,5,80,38
97,-,16,26,87
113,/,71,55,1
97,+,1,32,33
113,-,34,42,105
113,/,111,99,1
113,-,15,64,64
113,/,39,90,0
113,/,13,68,0
113,+,98,85,70
97,+,86,76,65
113,+,77,31,108
97,/,1,4,0
97,/,43,19,2
97,/,56,94,0
113,+,96,74,57
97,-,95,77,18
113,+,43,22,65
113,-,89,46,43
113,-,104,11,93
97,+,38,35,73
113,/,1,12,0
113,/,92,36,2
113,/,109,2,54
97,/,93,94,0
113,/,47,67,0
97,/,31,40,0
113,-,64,88,89
97,+,86,53,42
97,+,71,44,18
97,/,3,47,0
113,-,95,85,10
113,+,4,66,70
97,-,17,24,90
97,-,27,87,37
113,-,2,102,13
97,/,40,63,0
97,/,92,46,2
113,-,81,80,1
97,+,42,53,95
97,/,20,56,0
113,-,51,12,39
97,+,72,25,0
97,/,40,78,0
113,/,101,53,1
113,+,100,57,44
97,/,35,5,7
97,-,31,4,27
113,/,43,88,0
97,/,96,86,1
113,+,107,49,43
113,+,48,84,19
97,-,91,5,86
113,/,92,49,1
97,/,47,14,3
97,/,55,63,0
97,-,87,21,66
113,/,30,79,0
113,-,103,105,111
97,/,48,97,0
113,+,35,10,45
97,/,40,2,20
113,/,44,29,1
113,-,53,112,54
97,-,96,3,93
113,-,69,112,70
97,-,67,65,2
113,/,49,65,0
113,+,45,15,60
97,/,80,62,1
113,+,77,61,25
113,+,88,94,69
97,/,26,3,8
113,-,6,85,34
97,/,7,33,0
97,+,67,0,67
97,/,38,44,0
113,/,61,110,0
113,/,80,55,1
113,/,102,90,1
113,-,99,18,81
97,-,91,69,22
113,+,66,69,22
97,+,41,28,69
97,/,18,60,0
113,-,54,92,75
113,-,44,24,20
97,+,29,91,23
97,/,8,10,0
113,-,31,102,42
97,/,68,4,17
113,+,23,100,10
113,-,72,4,68
113,/,42,111,0
113,-,88,17,71
97,+,69,18,87
97,+,33,62,95
113,-,56,101,68
113,/,45,9,5
97,/,21,1,21
113,+,17,110,14
113,/,0,100,0
113,-,25,91,47
97,/,9,16,0
113,-,66,73,106
97,-,38,82,53
113,+,80,103,70
97,-,3,59,41
113,-,69,64,5
97,+,46,51,0
113,+,57,17,74
97,/,46,46,1
113,-,0,1,112
97,-,8,19,86
97,-,79,71,8
113,/,6,16,0
97,-,13,50,60
113,-,5,44,74
113,+,72,20,92
113,-,79,37,42
113,-,5,1,4
113,-,9,16,106
97,+,8,71,79
113,/,74,92,0
97,-,20,24,93
97,-,83,5,78
113,+,102,69,58
97,+,44,72,19
113,/,82,79,1
113,/,39,13,3
113,/,98,45,2
113,-,58,82,89
113,-,63,48,15
113,+,106,27,20
97,/,59,34,1
97,+,19,59,78
113,-,94,86,8
113,/,56,67,0
97,+,30,42,72
97,-,19,53,63
113,+,40,58,98
113,+,39,8,47
113,-,100,4,96
113,-,25,30,108
113,-,88,39,49
113,-,14,34,93
113,+,28,63,91
113,+,34,23,57
113,+,74,51,12
113,+,61,47,108
113,+,15,28,43
113,+,76,10,86
113,-,40,91,62
97,-,70,77,90
113,/,32,1,32
97,-,38,63,72
113,-,71,16,55
113,+,27,110,24
113,/,71,25,2
97,+,21,41,62
113,+,47,16,63
97,-,91,16,75
113,+,18,26,44
113,+,98,81,66
113,/,82,10,8
97,+,6,57,63
113,/,101,107,0
97,-,80,22,58
97,/,72,66,1
97,/,38,96,0
113,+,81,65,33
113,-,76,69,7
113,+,15,100,2
97,+,10,82,92
113,+,102,51,40
113,-,93,49,44
97,-,1,27,71
97,-,67,82,82
97,/,9,55,0
97,+,17,63,80
113,+,58,16,74
97,-,80,26,54
97,+,1,54,55
113,-,45,102,56
97,-,35,60,72
113,-,34,10,24
113,+,102,3,105
113,/,60,12,5
113,+,81,101,69
113,/,1,7,0
113,-,42,90,65
97,/,33,52,0
113,/,91,82,1
97,+,70,53,26
97,+,39,66,8
113,-,48,14,34
113,+,13,25,38
113,+,69,111,67
97,+,29,0,29
113,/,50,89,0
97,-,39,0,39
97,/,97,13,7
97,/,95,20,4
97,+,7,13,20
97,-,7,47,57
97,-,61,86,72
97,-,36,87,46
113,-,49,44,5
97,-,42,86,53
113,-,31,62,82
113,+,27,26,53
97,-,32,55,74
113,+,37,9,46
113,+,102,76,65
113,-,10,87,36
113,-,82,86,109
97,+,34,21,55
97,/,17,38,0
113,/,5,3,1
97,+,71,9,80
97,/,52,11,4
97,/,63,92,0
97,-,52,21,31
97,-,22,37,82
113,/,101,23,4
113,+,15,89,104
113,-,65,98,80
97,+,34,82,19
97,-,54,19,35
113,/,105,42,2
113,/,111,91,1
97,+,52,69,24
97,/,97,11,8
113,+,86,98,71
113,+,6,109,2
113,/,43,101,0
97,/,87,52,1
113,+,59,36,95
97,-,68,95,70
113,/,91,89,1
97,+,77,94,74
113,+,53,28,81
113,-,90,33,57
113,/,4,104,0
113,-,30,107,36
113,-,68,17,51
113,+,44,48,92
97,/,38,4,9
97,+,16,65,81
113,-,9,111,11
113,-,64,4,60
97,-,87,80,7
113,/,79,58,1
113,+,0,92,92
113,/,7,83,0
113,-,70,62,8
97,/,17,29,0
97,/,74,77,0
113,+,70,16,86
97,+,75,57,35
113,+,93,48,28
97,+,37,97,37
97,-,0,69,28
113,+,73,62,22
113,-,16,93,36
97,/,27,82,0
113,-,31,16,15
97,/,79,38,2
97,+,24,43,67
97,-,92,27,65
113,/,50,86,0
97,/,84,83,1
97,/,62,73,0
113,-,111,89,22
113,/,102,104,0
97,+,26,63,89
113,+,48,57,105
113,-,48,38,10
113,+,60,61,8
113,/,17,48,0
113,/,90,17,5
113,+,97,95,79
113,/,79,94,0
97,/,26,55,0
113,-,96,78,18
97,-,55,92,60
97,-,82,3,79
97,/,34,87,0
97,+,3,5,8
97,/,10,47,0
113,+,108,77,72
97,+,44,61,8
113,/,80,35,2
113,-,25,87,51
113,+,107,13,7
113,-,56,102,67
97,/,77,56,1
97,+,2,96,1
113,+,74,99,60
113,/,66,99,0
113,+,18,113,18
113,-,95,57,38
97,+,94,39,36
113,+,104,20,11
113,+,63,97,47
113,/,5,47,0
113,+,111,5,3
97,/,15,28,0
97,/,75,80,0
97,/,25,39,0
97,-,67,85,79
113,+,35,86,8
113,-,31,95,49
113,-,68,24,44
97,/,85,4,21
97,-,61,71,87
113,/,46,44,1
97,-,9,29,77
113,+,3,17,20
97,+,27,42,69
113,/,62,106,0
113,/,83,1,83
97,/,66,65,1
113,-,60,58,2
97,+,20,53,73
113,+,92,73,52
97,+,56,10,66
113,+,101,105,93
113,-,64,32,32
97,-,50,28,22
113,+,62,91,40
97,/,33,50,0
113,+,65,17,82
97,/,56,3,18
113,+,27,19,46
97,/,11,11,1
113,/,73,12,6
97,/,14,86,0
113,-,74,27,47
97,+,95,50,48
113,+,0,62,62
97,/,14,43,0
97,/,12,18,0
113,-,72,20,52
113,+,30,44,74
97,-,46,19,27
97,+,80,18,1
97,-,79,26,53
113,-,32,96,49
97,/,46,86,0
113,-,13,68,58
113,-,83,63,20
113,-,44,53,104
97,-,88,74,14
113,+,107,74,68
97,+,86,66,55
113,-,68,2,66
113,/,30,103,0
113,+,18,64,82
113,-,103,75,28
113,/,98,19,5
113,+,15,93,108
113,+,8,24,32
97,+,57,79,39
113,-,105,82,23
113,+,10,100,110
113,+,13,18,31
113,/,56,99,0
113,-,61,73,101
97,/,86,76,1
113,-,41,57,97
113,+,23,52,75
113,+,102,55,44
113,+,102,37,26
97,-,29,17,12
113,/,87,71,1
97,-,47,19,28
97,-,95,13,82
113,/,101,78,1
113,-,46,39,7
113,-,101,24,77
97,-,37,51,83
97,-,76,59,17
113,+,51,83,21
113,+,20,87,107
113,/,63,17,3
113,-,80,18,62
113,+,39,99,25
113,-,29,74,68
113,+,40,100,27
113,+,34,41,75
113,/,67,57,1
97,+,22,97,22
113,/,60,79,0
113,/,95,16,5
97,-,69,31,38
113,-,30,63,80
113,+,19,35,54
113,+,58,10,68
113,-,14,44,83
97,/,83,84,0
113,-,5,92,26
97,+,67,56,26
113,+,28,41,69
97,+,12,26,38
113,+,48,103,38
97,-,44,39,5
97,-,31,45,83
113,-,5,15,103
113,-,19,26,106
113,+,93,42,22
113,/,25,77,0
113,+,57,65,9
97,-,73,95,75
113,/,87,57,1
113,-,104,56,48
113,-,28,74,67
113,-,39,112,40
113,-,45,108,50
113,-,109,11,98
113,-,2,111,4
113,-,91,111,93
113,-,46,83,76
97,-,87,17,70
97,-,58,4,54
97,+,49,56,8
97,-,28,74,51
113,+,1,92,93
97,/,27,50,0
97,-,12,32,77
113,/,41,13,3
113,+,24,88,112
97,/,73,77,0
113,/,98,87,1
97,/,77,75,1
113,/,66,80,0
113,-,35,92,56
113,+,84,9,93
113,+,45,93,25
113,-,30,74,69
113,-,98,39,59
97,/,90,40,2
97,/,19,59,0
113,-,65,60,5
113,-,53,30,23
97,+,2,21,23
97,-,14,34,77
113,/,55,11,5
97,+,95,31,29
113,-,40,49,104
113,-,41,78,76
113,-,7,16,104
97,+,28,52,80
97,+,93,92,88
113,-,105,51,54
97,+,6,61,67
97,+,30,5,35
113,+,36,51,87
113,-,97,63,34
97,-,65,71,91
113,-,78,42,36
97,/,8,80,0
97,/,48,93,0
97,-,93,34,59
113,+,73,43,3
97,/,55,84,0
97,+,69,42,14
97,-,60,63,94
113,/,89,65,1
113,-,91,56,35
113,-,55,51,4
97,-,8,18,87
97,+,3,47,50
113,-,113,50,63
97,/,96,87,1
113,/,72,102,0
113,+,30,7,37
113,/,92,100,0
113,+,17,38,55
113,/,28,47,0
113,-,43,67,89
113,-,35,88,60
97,+,93,95,91
113,-,20,35,98
97,+,65,73,41
113,+,84,44,15
97,-,59,17,42
113,+,67,7,74
113,+,2,10,12
113,-,92,68,24
97,/,3,84,0
113,/,43,90,0
113,+,45,62,107
97,-,54,82,69
113,+,3,55,58
113,+,43,38,81
113,-,48,29,19
113,/,108,43,2
113,-,83,36,47
113,+,23,46,69
113,+,21,55,76
97,-,61,10,51
97,-,57,96,58
97,/,40,53,0
113,-,66,89,90
113,/,55,104,0
113,-,89,79,10
97,+,70,34,7
113,+,49,109,45
97,-,15,87,25
97,+,89,84,76
113,/,48,49,0
97,-,39,17,22
113,/,90,73,1
97,+,4,39,43
113,+,37,48,85
113,/,46,75,0
113,+,96,71,54
113,-,73,18,55
97,/,10,25,0
113,+,32,60,92
97,/,69,25,2
113,/,109,84,1
97,+,85,86,74
113,+,33,81,1
97,/,82,11,7
97,-,90,34,56
113,-,34,41,106
97,-,12,66,43
97,+,83,87,73
97,-,4,26,75
97,-,48,58,87
113,/,16,60,0
113,+,3,56,59
113,-,79,73,6
97,-,59,8,51
113,-,104,52,52
113,-,65,75,103
97,/,15,11,1
113,+,23,32,55
97,/,38,90,0
97,+,34,40,74
113,-,61,76,98
97,-,30,2,28
113,+,54,67,8
113,-,91,99,105
113,+,76,9,85
113,+,66,21,87
113,+,38,98,23
113,+,40,36,76
97,/,14,42,0
113,+,14,81,95
113,-,6,21,98
113,/,0,84,0
113,-,104,4,100
97,+,13,2,15
113,+,107,60,54
113,-,63,45,18
113,+,41,46,87
113,-,78,5,73
97,+,95,74,72
97,+,60,88,51
97,-,77,27,50
113,/,109,98,1
113,+,79,110,76
113,/,113,38,2
113,/,59,22,2
113,-,7,47,73
113,-,108,51,57
97,/,58,26,2
113,-,97,112,98
113,/,48,84,0
97,+,39,38,77
113,+,87,112,86
113,+,17,71,88
113,+,41,74,2
97,/,41,3,13
97,-,48,93,52
97,+,46,45,91
113,/,13,59,0
97,-,54,57,94
113,+,18,18,36
97,-,47,72,72
113,+,109,10,6
113,-,28,30,111
113,-,19,86,46
97,+,16,97,16
97,+,79,53,35
97,/,29,58,0
97,/,0,95,0
113,-,16,31,98
113,/,42,31,1
113,/,57,55,1
97,/,18,92,0
97,/,52,10,5
113,/,61,91,0
97,+,27,59,86
113,-,30,45,98
97,-,15,27,85
97,+,28,3,31
97,-,37,15,22
97,-,96,79,17
97,+,20,75,95
97,+,75,90,68
113,+,67,95,49
113,-,13,92,34
113,-,4,86,31
113,-,60,102,71
113,-,58,77,94
113,+,98,11,109
113,/,81,113,0
113,+,6,55,61
97,-,44,48,93
97,+,23,43,66
113,-,63,57,6
113,/,85,70,1
113,/,36,9,4
113,+,3,41,44
113,-,87,41,46
97,-,77,73,4
97,/,36,77,0
113,/,112,67,1
113,-,30,106,37
97,/,22,36,0
113,-,71,97,87
113,/,16,51,0
97,+,63,56,22
113,/,25,39,0
113,-,3,73,43
113,-,87,88,112
97,/,18,65,0
97,+,97,76,76
113,-,5,69,49
97,-,54,64,87
113,+,60,11,71
113,/,45,73,0
113,+,58,31,89
113,/,90,33,2
97,-,64,49,15
113,/,47,76,0
97,+,59,96,58
97,-,62,94,65
97,+,64,85,52
113,+,31,72,103
97,/,65,17,3
97,+,48,94,45
113,/,20,78,0
113,+,35,102,24
97,+,30,41,71
113,-,9,95,27
97,/,7,58,0
97,/,10,97,0
113,-,63,77,99
97,/,61,41,1
113,+,13,94,107
97,/,47,82,0
113,/,37,5,7
97,+,25,83,11
113,/,77,85,0
97,/,32,66,0
97,+,77,39,19
113,/,2,39,0
97,+,43,92,38
97,+,73,47,23
113,+,73,1,74
97,-,97,8,89
113,-,69,57,12
113,+,57,50,107
113,+,113,30,30
97,+,70,81,54
97,/,59,52,1
97,+,27,87,17
113,+,77,0,77
97,/,87,73,1
97,-,15,13,2
113,+,29,106,22
97,/,16,64,0
113,/,91,14,6
97,/,61,17,3
97,/,82,60,1
113,/,41,106,0
113,-,9,8,1
97,/,41,69,0
113,/,109,14,7
113,-,3,49,67
97,-,86,9,77
97,-,31,47,81
113,-,67,98,82
97,+,0,54,54
97,-,41,16,25
113,+,23,51,74
113,/,16,88,0
97,-,76,65,11
113,-,32,36,109
97,/,58,71,0
113,/,92,55,1
97,-,87,95,89
113,/,89,18,4
113,-,62,104,71
97,-,15,66,46
113,+,5,87,92
97,+,28,0,28
113,/,108,29,3
97,/,28,90,0
113,+,83,47,17
113,-,93,50,43
113,+,91,0,91
113,/,45,39,1
97,-,20,74,43
113,-,26,34,105
97,+,5,5,10
97,-,48,41,7
97,/,76,77,0
113,+,29,63,92
97,+,65,55,23
97,/,53,64,0
113,+,43,45,88
113,-,112,88,24
113,/,90,108,0
113,+,56,50,106
113,-,90,93,110
113,-,14,73,54
97,/,56,46,1
97,-,52,80,69
97,+,90,67,60
113,+,43,18,61
97,/,64,87,0
113,+,11,9,20
113,+,9,31,40
97,-,67,92,72
97,+,65,85,53
97,+,65,15,80
113,/,62,17,3
113,-,107,20,87
97,/,68,15,4
97,+,49,94,46
113,-,49,37,12
113,/,13,38,0
113,-,36,4,32
97,/,39,5,7
97,/,56,68,0
113,+,80,108,75
113,+,3,66,69
113,+,46,54,100
97,-,65,84,78
97,-,24,50,71
97,/,43,74,0
97,+,78,83,64
113,-,63,53,10
97,+,8,23,31
97,-,96,27,69
97,+,93,36,32
113,/,76,44,1
113,-,41,46,108
97,/,54,10,5
97,-,43,82,58
113,/,5,96,0
113,/,36,13,2
97,-,67,10,57
113,/,49,106,0
97,-,23,1,22
97,/,88,85,1
113,+,24,82,106
113,-,38,0,38
113,-,71,79,105
113,/,94,80,1
113,+,38,17,55
113,+,2,78,80
113,-,103,12,91
113,-,97,47,50
113,/,50,50,1
113,+,13,22,35
113,+,61,61,9
113,/,23,85,0
97,-,43,44,96
113,+,91,108,86
97,-,10,65,42
97,+,23,40,63
97,-,24,80,41
97,/,19,7,2
113,/,19,13,1
97,+,52,95,50
113,-,35,10,25
113,-,49,72,90
113,-,2,55,60
113,/,15,21,0
97,+,3,50,53
113,+,68,58,13
97,/,74,72,1
97,/,95,16,5
113,+,81,45,13
97,-,40,0,40
97,-,77,93,81
113,/,86,40,2
97,/,46,5,9
113,+,101,0,101
113,+,105,25,17
113,-,40,102,51
97,/,85,90,0
97,-,85,68,17
97,-,1,4,94
97,+,24,35,59
97,-,43,97,43
97,+,32,52,84
97,-,32,97,32
97,-,34,88,43
113,-,82,47,35
97,-,84,88,93
113,-,59,77,95
113,+,21,80,101
97,+,90,97,90
113,/,83,105,0
97,/,11,61,0
113,-,0,91,22
97,+,9,63,72
113,/,92,86,1
97,-,74,67,7
97,+,13,60,73
113,-,72,80,105
113,-,60,80,93
113,/,74,55,1
113,+,83,112,82
113,-,79,32,47
97,/,69,62,1
113,-,111,99,12
113,-,109,91,18
97,-,45,14,31
97,/,75,49,1
97,-,62,33,29
113,+,44,31,75
113,/,83,28,2
113,/,0,29,0
113,+,77,41,5
113,/,77,7,11
113,+,36,47,83
97,+,68,75,46
113,+,9,89,98
113,-,107,46,61
113,/,111,67,1
97,+,71,77,51
113,-,41,96,58
113,+,0,66,66
113,/,28,89,0
113,+,5,4,9
113,/,20,68,0
113,/,44,92,0
113,-,85,35,50
97,/,96,61,1
113,/,83,12,6
97,-,2,68,31
113,/,77,72,1
113,/,65,48,1
113,/,71,48,1
97,+,17,39,56
97,-,58,13,45
113,+,67,110,64
113,+,30,93,10
113,+,22,77,99
97,+,14,17,31
113,+,13,58,71
97,-,31,94,34
113,-,107,85,22
97,-,78,63,15
113,-,6,23,96
113,+,84,98,69
97,/,1,54,0
97,+,23,80,6
97,/,67,76,0
97,+,46,0,46
97,-,12,55,54
113,/,109,58,1
97,+,9,55,64
97,+,23,92,18
113,-,65,108,70
97,/,63,40,1
113,+,39,87,13
113,+,74,112,73
113,+,48,1,49
97,+,92,97,92
113,+,25,88,0
113,+,65,3,68
113,-,44,33,11
97,-,7,89,15
97,/,33,8,4
97,+,71,90,64
113,-,100,99,1
113,/,0,112,0
113,/,81,49,1
97,-,52,15,37
97,-,34,92,39
113,+,103,87,77
113,+,63,105,55
97,-,64,61,3
113,-,9,29,93
97,/,89,9,9
113,-,81,74,7
113,/,64,22,2
97,/,12,26,0
97,-,1,51,47
113,+,1,80,81
97,/,30,28,1
97,+,2,55,57
97,/,86,33,2
113,/,47,45,1
97,+,5,93,1
97,/,69,61,1
97,+,73,65,41
97,-,48,39,9
97,-,93,1,92
113,/,22,60,0
97,+,18,54,72
97,/,83,89,0
97,/,54,2,27
113,-,45,38,7
113,/,98,6,16
97,-,89,48,41
97,-,53,31,22
97,+,47,23,70
113,+,12,110,9
97,+,23,55,78
97,/,77,59,1
97,/,44,44,1
97,/,90,74,1
113,/,109,96,1
97,/,25,68,0
113,-,71,9,62
97,/,95,93,1
113,+,39,47,86
113,/,49,70,0
97,+,43,14,57
113,+,103,80,70
113,/,85,42,2
113,/,69,55,1
113,+,48,70,5
97,/,10,58,0
97,/,84,40,2
113,+,68,17,85
113,-,91,105,99
97,+,33,17,50
113,+,104,79,70
97,/,7,4,1
97,+,86,30,19
113,+,61,27,88
113,/,96,15,6
97,-,48,22,26
113,+,17,0,17
113,/,86,102,0
113,-,53,75,91
97,+,49,55,7
97,+,96,93,92
97,+,2,65,67
113,-,2,79,36
113,+,81,71,39
113,+,84,94,65
113,/,70,4,17
97,/,52,93,0
113,+,93,73,53
97,/,72,75,0
97,+,67,63,33
97,/,27,63,0
113,/,5,57,0
97,/,69,53,1
113,/,20,29,0
113,/,28,82,0
113,+,86,113,86
113,-,113,92,21
113,/,24,40,0
113,-,102,21,81
113,/,78,13,6
113,/,17,29,0
97,/,26,32,0
97,+,26,17,43
113,-,37,97,53
97,-,15,10,5
97,+,28,73,4
113,+,104,98,89
113,-,2,70,45
97,+,87,62,52
113,/,27,101,0
97,/,75,31,2
97,-,49,16,33
113,-,54,26,28
113,-,94,33,61
97,+,73,56,32
113,/,28,79,0
97,+,28,74,5
97,/,44,64,0
113,-,58,5,53
97,-,39,87,49
97,+,64,68,35
97,+,3,10,13
97,-,94,2,92
113,+,98,99,84
113,-,35,41,107
97,+,56,94,53
97,/,5,18,0
113,-,78,95,96
97,+,73,63,39
113,/,52,6,8
113,/,24,50,0
113,/,100,90,1
113,/,105,46,2
113,+,76,93,56
97,/,47,53,0
97,/,76,62,1
113,+,22,11,33
97,+,58,94,55
113,/,18,6,3
97,-,36,19,17
97,-,9,91,15
113,+,51,46,97
97,/,63,97,0
113,+,79,51,17
113,/,10,7,1
97,/,65,65,1
113,+,68,52,7
113,+,19,11,30
97,-,47,34,13
113,-,59,93,79
113,/,42,25,1
113,/,8,2,4
97,/,63,10,6
113,+,43,57,100
97,-,74,61,13
113,-,2,53,62
113,-,111,67,44
113,+,36,79,2
113,-,56,13,43
97,/,56,92,0
113,-,58,71,100
113,/,5,79,0
113,-,2,27,88
113,+,16,45,61
113,-,112,78,34
113,+,113,103,103
113,-,6,28,91
113,+,88,80,55
97,+,91,72,66
97,+,27,93,23
97,-,40,20,20
113,-,45,113,45
97,+,12,58,70
97,+,55,69,27
97,/,61,75,0
97,-,73,34,39
97,/,80,8,10
97,/,51,39,1
113,/,60,65,0
113,+,42,11,53
97,/,19,75,0
97,-,38,86,49
97,-,36,82,51
97,-,14,30,81
97,/,72,87,0
113,+,95,80,62
113,-,14,75,52
97,/,14,29,0
113,+,91,38,16
113,-,88,84,4
113,/,106,34,3
113,/,31,2,15
113,/,86,50,1
97,-,54,62,89
97,+,85,12,0
113,-,31,77,67
113,/,19,52,0
113,+,42,3,45
113,/,36,58,0
97,/,47,89,0
113,/,92,83,1
113,/,89,62,1
113,/,42,26,1
97,+,69,75,47
97,/,92,20,4
97,+,46,44,90
97,-,69,46,23
113,+,54,74,15
113,/,36,99,0
97,-,4,96,5
97,/,97,26,3
113,/,112,57,1
113,-,87,54,33
97,+,70,28,1
97,+,2,3,5
113,/,63,79,0
113,/,9,40,0
113,-,65,23,42
113,+,45,60,105
97,+,53,61,17
97,-,8,3,5
97,/,10,69,0
113,/,45,106,0
97,/,53,79,0
113,+,34,107,28
97,+,86,74,63
97,/,9,74,0
97,/,27,97,0
97,+,91,66,60
97,+,65,17,82
113,-,14,21,106
97,+,88,26,17
97,/,77,5,15
113,+,12,77,89
113,+,72,78,37
97,+,17,78,95
113,/,46,18,2
113,+,96,12,108
113,/,2,78,0
97,+,1,31,32
113,-,103,57,46
113,-,47,35,12
97,+,66,88,57
97,-,82,60,22
97,+,65,10,75
113,/,65,23,2
97,/,75,40,1
113,-,41,110,44
97,+,50,65,18
97,-,59,5,54
113,/,95,33,2
97,/,37,30,1
113,/,41,6,6
113,+,105,12,4
113,/,33,74,0
113,/,28,71,0
113,-,0,97,16
97,+,40,75,18
113,-,21,16,5
113,+,77,108,72
97,/,19,4,4
113,-,53,17,36
113,+,66,54,7
97,/,97,21,4
113,+,93,89,69
113,/,17,82,0
113,/,66,87,0
113,-,91,87,4
113,/,51,2,25
113,-,49,85,77
97,/,5,62,0
113,+,62,69,18
113,/,8,60,0
113,+,45,43,88
113,+,56,28,84
113,/,47,4,11
97,+,1,53,54
113,/,111,32,3
97,-,92,49,43
113,+,45,50,95
97,-,37,94,40
97,/,75,35,2
113,/,79,19,4
113,+,14,71,85
113,+,65,0,65
113,-,84,93,104
97,+,22,0,22
97,/,28,30,0
113,-,89,81,8
97,-,38,70,65
97,-,19,30,86
113,/,33,18,1
113,+,23,47,70
113,/,0,44,0
97,+,20,12,32
97,/,76,34,2
113,/,59,6,9
113,-,84,24,60
97,+,5,27,32
113,-,85,68,17
113,+,79,77,43
97,+,90,78,71
113,+,64,23,87
97,/,48,92,0
113,-,104,85,19
97,+,65,54,22
97,-,65,74,88
113,+,15,10,25
113,-,22,29,106
113,-,68,59,9
113,-,58,44,14
97,/,1,30,0
97,+,96,50,49
97,-,20,28,89
97,/,14,21,0
113,-,93,9,84
97,/,38,83,0
97,-,22,5,17
