p,o,a,b,c
113,-,61208,30,45
97,/,47106,56,65
113,/,11343,41,50
97,-,41477,28,30
97,+,9230,94,12
113,/,8764,31,56
113,/,78288,83,39
113,/,40483,90,110
97,/,41477,82,20
97,+,36556,15,2
97,/,31026,68,68
113,-,94245,35,81
113,-,77503,101,110
97,/,65197,26,82
97,/,57363,79,47
113,/,46526,84,101
113,-,45420,35,72
113,-,32155,6,57
113,/,77503,87,99
113,+,9184,62,93
113,/,22704,46,41
97,+,65197,69,82
97,+,35467,19,81
97,+,77561,53,14
97,-,39776,14,89
97,/,9297,54,75
113,-,98030,39,20
113,-,38353,83,76
113,+,33576,100,2
97,-,31026,51,32
97,+,21691,21,81
113,-,16295,6,17
97,-,39030,57,76
113,/,69342,23,76
113,+,38353,112,45
113,/,38124,68,108
113,+,50938,82,57
97,-,60736,42,69
113,+,17221,8,53
113,-,45819,82,85
97,/,61954,22,3
97,-,75993,24,18
97,/,97317,15,85
97,-,97317,18,8
97,/,7373,6,64
113,-,44017,42,18
97,+,13470,87,74
113,+,28473,66,63
113,-,60444,100,2
113,-,38133,76,89
113,/,77503,74,30
97,/,25367,79,30
97,-,31330,91,5
113,+,78288,82,61
97,/,39776,78,24
113,+,46526,54,24
97,-,24506,65,94
113,+,17221,111,43
97,+,47231,34,26
97,/,5956,76,78
113,+,85237,30,65
113,-,92437,103,13
113,/,38133,98,50
97,+,66367,59,78
97,+,24506,21,83
113,-,40483,110,32
97,-,80549,34,5
113,/,88107,4,104
113,+,51028,25,90
97,+,85802,12,66
113,/,38133,51,69
113,+,50938,72,47
113,/,65979,100,94
97,-,90189,74,2
113,/,50938,45,1
113,+,52810,53,92
113,/,96626,62,89
113,/,45819,33,32
97,+,57363,28,64
113,+,58742,80,62
97,/,3357,72,46
113,-,47699,74,52
113,-,38124,90,66
97,/,45681,49,59
113,/,51677,4,37
113,-,66952,103,66
97,/,50757,6,20
97,/,90189,39,81
113,-,15416,98,63
97,-,7373,6,92
113,/,78288,18,55
113,-,3935,17,76
113,/,61208,28,39
113,+,58742,32,14
97,-,36935,2,73
113,+,62226,35,111
113,-,38286,78,14
97,/,27813,4,66
113,-,73905,43,73
113,+,44017,46,106
113,-,64945,6,77
97,/,10109,94,10
97,-,83449,67,59
113,-,94245,77,39
113,/,98030,81,80
97,-,17918,55,15
97,-,36935,77,95
97,-,9297,5,77
113,+,16295,90,0
113,/,36672,30,92
113,+,99188,50,24
97,+,3080,26,2
113,+,7715,68,99
97,-,10109,26,92
113,/,48186,90,83
113,/,60439,3,32
97,+,22902,89,2
113,-,16295,82,54
97,-,39776,65,38
97,-,9230,76,36
97,/,68089,9,96
113,/,51677,37,40
97,-,22704,51,52
97,+,69912,17,89
113,-,71965,79,18
113,/,61208,95,79
97,/,17918,4,17
113,/,13880,5,64
113,/,53879,55,75
97,-,9230,28,84
113,+,2527,90,18
113,+,3935,98,78
97,+,32087,41,21
113,-,18628,51,45
97,+,3357,30,89
113,/,77452,26,40
113,+,10530,52,73
97,/,76017,31,27
97,/,46204,94,6
113,/,22704,21,64
113,/,92542,30,33
97,-,22452,27,18
113,/,95111,20,9
113,+,90082,88,109
97,-,45681,60,31
97,/,2688,25,10
113,/,32155,25,43
97,-,92272,4,21
97,-,46992,46,95
113,/,61287,20,13
97,+,77561,35,93
113,/,62226,44,58
113,/,64945,13,23
113,/,84984,3,78
113,-,4738,89,16
97,+,32087,38,18
113,+,22088,93,33
97,-,9078,2,55
113,-,48186,26,22
113,/,29229,3,25
113,/,4738,6,111
113,-,76255,55,38
113,+,71965,41,25
97,/,25367,82,18
113,+,77503,86,71
97,+,78480,4,11
113,/,64945,67,65
97,/,66367,26,30
113,-,46646,68,22
113,-,96626,8,3
113,+,27885,75,49
97,+,34702,92,68
113,/,66178,12,90
113,-,40358,59,71
113,-,62226,16,60
113,+,29376,68,64
113,-,64108,11,26
97,/,77561,28,54
113,+,88107,18,98
113,+,9184,102,20
97,/,22452,70,29
97,+,47106,95,59
113,/,4738,110,43
113,/,35865,9,30
113,/,58742,62,43
113,/,67524,5,57
113,-,90338,17,34
97,+,25367,56,9
113,-,77452,106,54
113,/,27885,80,9
97,-,90189,82,91
97,-,302,74,34
113,-,38133,46,6
97,-,84096,74,20
97,-,83449,37,89
97,-,45468,0,72
97,+,66367,63,82
113,-,92067,4,81
113,-,76255,6,87
113,+,22918,113,92
97,/,22704,42,55
97,+,24506,88,53
113,-,8764,39,24
113,+,45066,101,80
113,-,8764,35,28
97,+,76017,38,7
113,-,60444,75,27
97,-,66367,43,73
97,/,84096,51,96
97,/,21582,6,8
97,/,92272,1,25
113,+,67524,20,83
97,-,9127,55,51
113,-,25005,61,84
97,/,49203,37,68
97,-,3080,71,2
97,-,22902,24,83
113,-,6268,34,19
113,-,52810,108,44
97,+,37093,66,8
97,+,47231,42,34
113,/,76255,98,100
113,+,47699,52,65
113,/,95111,95,97
113,/,73271,47,89
113,+,11343,35,78
113,+,92447,70,83
113,-,84344,71,88
113,/,64460,113,5
97,+,36413,25,63
97,/,84026,17,92
113,+,47699,69,82
113,+,4738,89,81
97,/,41477,96,44
97,+,25367,77,30
97,/,96984,38,30
113,+,94245,68,71
113,/,96626,48,92
97,+,70596,95,75
97,-,49203,85,36
97,/,9297,34,79
113,-,92542,11,97
113,+,25005,100,19
97,+,60736,58,72
113,-,29229,14,61
97,/,41940,66,53
113,-,16295,43,93
97,/,49039,3,50
113,/,60261,110,95
113,-,92542,102,6
113,-,58742,36,59
113,-,4030,32,43
97,-,13470,95,86
97,/,81442,61,74
97,-,83449,15,14
113,-,5188,101,2
97,+,84096,45,42
97,/,97317,50,6
97,+,60736,64,78
97,-,27813,57,14
113,-,11343,19,24
97,/,39813,17,13
113,/,96626,75,45
97,-,89479,32,13
113,-,6146,39,5
97,+,70596,33,13
113,+,64108,60,97
113,/,66952,68,80
113,+,90132,22,93
97,+,24506,10,72
113,+,17221,73,5
113,/,38133,41,26
97,/,22902,91,57
113,/,32819,60,94
113,+,29376,19,15
113,+,67524,87,37
113,/,52810,9,104
113,-,15577,26,70
97,+,50757,46,72
113,-,95111,104,87
113,/,90338,23,85
97,-,302,5,6
113,-,22704,107,110
113,+,17221,35,80
97,/,66367,74,23
113,-,4030,33,42
113,/,60716,61,91
113,/,10530,88,6
97,+,51782,79,63
113,+,84344,97,30
113,+,6146,28,72
113,-,99308,104,103
113,/,78288,94,41
97,+,92272,54,79
113,+,9184,85,3
113,/,32819,77,87
113,/,62575,93,107
97,-,92272,20,5
113,/,58742,12,36
97,/,78480,46,57
97,-,66367,2,17
113,+,90764,20,45
97,+,17986,81,25
113,+,13880,78,59
113,+,87038,92,7
113,/,87038,110,0
113,-,6496,33,22
97,+,32087,11,88
97,/,85802,10,44
113,/,47699,18,50
97,/,89479,21,89
113,/,66952,56,65
97,-,71429,89,45
113,/,66952,44,52
97,-,21691,14,46
97,/,45681,62,57
97,+,3357,82,44
113,/,17221,75,3
113,+,60439,0,97
97,+,81815,71,18
97,/,22452,11,4
113,+,32819,88,24
97,/,3357,7,91
97,/,24506,48,25
97,/,47106,67,24
113,/,15416,57,44
97,/,75993,49,95
97,-,47231,24,65
97,+,29432,36,77
113,/,32138,102,89
113,/,78288,70,101
97,-,17918,5,65
113,/,73905,74,94
97,-,10109,75,43
113,/,66952,52,44
97,+,59127,89,46
113,-,32138,113,46
113,/,18628,48,49
97,/,69912,7,93
113,-,92542,35,73
113,-,45819,23,31
113,-,32138,17,29
97,+,85802,76,33
97,-,9313,64,34
97,+,47058,23,36
97,/,24752,71,57
97,-,17986,86,52
113,-,92067,95,103
97,/,97317,93,76
113,/,15577,100,42
113,+,92447,87,100
97,+,89387,96,49
97,-,84026,50,71
113,/,64460,6,8
97,-,302,62,46
97,/,9127,6,66
113,+,60716,88,10
97,+,66732,23,19
113,-,15416,65,96
113,+,64460,80,17
113,/,3935,45,87
97,+,81442,25,84
97,/,39855,69,92
113,/,3935,13,76
97,+,94353,90,62
113,+,42439,16,80
113,-,64460,12,38
97,+,64490,46,31
113,/,13469,61,107
97,+,5956,6,45
113,+,7715,43,74
97,/,21582,82,69
113,-,47699,68,58
97,/,57363,13,47
97,+,78561,15,6
97,+,59127,74,31
113,+,2296,55,91
113,/,8764,84,104
113,-,64945,2,81
97,/,31330,48,70
97,+,60736,20,34
97,-,9297,4,78
113,/,45819,60,85
113,+,15577,40,23
97,/,75993,83,42
113,-,45066,8,84
113,/,29229,76,45
97,+,10109,50,71
113,/,16295,89,70
113,/,15577,30,67
113,+,40541,49,23
113,/,92067,20,83
113,/,38286,62,52
97,-,60736,61,50
97,-,39813,28,15
113,/,45819,54,57
113,+,95111,22,100
113,+,32819,97,33
97,/,39030,46,72
113,/,44017,9,31
97,/,76017,48,31
113,/,6268,46,23
113,/,88625,48,38
113,/,84984,106,10
113,/,94644,104,6
113,+,38353,15,61
97,+,7373,45,46
97,/,9230,84,12
113,/,85237,102,44
113,/,5188,112,46
97,+,302,39,50
113,-,62226,31,45
113,/,94644,95,92
97,-,89479,26,19
97,-,17531,5,66
113,+,98030,75,21
113,-,32819,79,83
97,+,9230,21,36
97,/,34702,90,94
113,/,29229,92,91
97,/,59127,63,65
97,-,84096,80,14
113,+,98030,13,72
113,+,15577,105,88
97,/,92272,46,65
113,+,95111,42,7
97,+,78480,87,94
113,+,6268,108,48
97,/,5956,16,81
97,/,31026,74,31
113,+,22088,103,43
113,/,84984,81,32
113,+,32819,72,8
113,+,18391,30,2
97,/,78561,90,96
97,/,46992,62,78
97,/,49384,61,33
113,+,38286,90,69
113,+,17221,22,67
113,-,6268,24,29
97,/,60736,36,38
97,+,17531,17,88
113,/,61208,108,1
97,+,3080,57,33
97,-,66367,41,75
97,/,84096,5,38
113,/,40483,91,105
97,/,46992,74,53
113,-,54179,35,17
113,/,42439,30,58
113,-,40541,104,96
97,/,5956,28,18
113,/,22704,19,64
97,/,66969,94,33
113,-,60261,103,42
113,+,6496,52,107
97,/,58237,58,34
113,/,16295,50,99
97,+,66969,6,45
97,-,2688,22,47
113,/,60716,90,109
97,+,80549,81,23
113,-,78288,96,109
113,-,73271,57,103
113,-,64460,28,22
97,-,83449,75,51
113,+,90338,16,67
113,-,3489,70,29
97,/,9230,78,21
97,-,302,23,85
113,-,45066,85,7
113,+,32157,103,55
113,+,90764,60,85
113,+,77503,60,45
113,/,94644,45,69
97,-,10109,7,14
113,+,78097,77,91
113,+,11343,102,32
97,/,17918,49,74
97,-,24752,76,38
113,-,10530,82,52
97,-,41940,21,15
97,-,64490,2,80
113,+,60716,30,65
97,/,66732,86,96
113,-,46526,109,87
97,/,66732,41,75
97,+,78480,90,0
97,/,78480,87,29
113,-,84344,4,42
113,-,17221,67,91
113,+,88178,77,2
113,+,66952,19,75
113,/,42439,67,68
97,/,86933,57,70
97,/,64490,67,89
97,+,9313,55,56
113,+,45066,58,37
113,/,92437,19,6
97,/,41477,88,83
97,+,47106,96,60
113,-,64460,23,27
113,+,60261,51,83
97,/,9230,53,77
113,-,6496,4,51
97,+,68089,46,41
113,/,58742,20,112
97,/,96984,57,52
97,/,31026,77,14
113,+,53879,91,69
97,-,95595,49,1
113,+,29376,80,76
113,-,66952,89,80
113,-,84984,2,6
113,/,11343,92,10
113,+,78097,5,19
97,-,25367,49,1
113,-,16295,75,61
113,/,32155,109,69
97,/,97317,43,32
113,-,51677,94,55
97,-,36413,91,44
113,-,15416,87,74
97,/,34913,65,52
97,/,60736,87,19
113,+,61208,15,90
113,+,77452,98,32
113,/,7715,43,66
113,-,69342,112,74
113,-,38124,27,16
113,+,40541,35,9
113,+,2527,70,111
97,-,85802,59,92
97,+,97913,43,83
97,/,13470,26,33
113,+,22088,39,92
97,-,25367,36,14
113,+,61208,81,43
97,+,80549,23,62
97,+,39855,42,30
97,+,9078,40,0
97,/,92272,5,24
113,+,67524,16,79
97,+,97317,33,59
97,+,65197,87,3
113,/,27885,18,80
113,+,6146,34,78
113,+,3489,76,62
113,+,7715,6,37
97,+,49039,44,1
97,+,39855,46,34
97,-,84026,8,16
97,/,61954,18,46
113,-,40358,51,79
113,+,58742,97,79
113,/,36672,101,24
97,/,47058,57,49
97,+,84026,58,82
97,/,13470,97,41
97,/,39813,85,80
97,+,76017,95,64
113,+,88178,101,26
97,/,2688,77,34
113,+,3489,95,81
97,/,13470,95,44
97,-,94353,76,90
113,/,5188,81,64
113,+,54179,58,110
97,/,41940,74,81
97,-,34702,30,43
113,/,92542,55,100
97,-,75993,75,64
113,-,46646,33,57
113,-,38133,109,56
113,/,38353,2,79
97,-,17986,90,48
97,-,39855,1,84
97,-,89479,72,70
97,+,71429,14,51
97,/,24752,83,7
113,-,94245,0,3
113,+,88625,33,66
113,+,52810,35,74
113,-,98030,66,106
113,-,13469,1,21
97,-,68089,10,82
113,-,88178,35,3
97,+,58237,18,55
113,+,58742,105,87
113,-,15416,34,14
97,/,35467,47,75
97,/,41477,6,25
113,/,98262,31,5
113,-,99188,76,11
113,/,21170,100,98
97,-,61954,96,69
113,-,45420,90,17
113,-,45819,96,71
97,-,58237,87,47
97,+,9313,4,5
97,+,57363,68,7
113,-,92437,75,41
113,/,47699,73,88
97,/,96984,9,9
113,+,67524,38,101
113,+,60439,53,37
97,-,29432,41,0
97,-,2688,73,93
113,-,9184,39,105
97,-,47231,4,85
97,+,47231,92,84
113,/,17221,82,97
97,/,97913,4,34
97,+,36935,73,51
97,+,47231,18,10
113,/,35865,80,109
97,/,69658,87,24
113,/,66952,77,78
113,-,50938,80,8
97,+,17531,21,92
113,+,52810,55,94
97,-,2688,88,78
113,+,10530,71,92
97,+,57363,46,82
113,/,6146,100,61
113,-,45819,46,8
113,/,21170,7,86
97,+,69912,24,96
97,+,81442,74,36
97,/,69658,41,49
113,-,66952,14,42
113,-,88178,54,97
97,+,49384,10,21
97,+,89387,84,37
113,-,90764,78,60
113,-,73271,46,1
97,/,68089,43,31
97,/,47231,18,4
113,-,78288,61,31
97,+,66367,15,34
97,/,39813,41,1
97,-,37093,60,76
113,/,4030,32,12
113,-,88625,2,31
113,-,87038,108,33
113,/,74692,105,33
113,+,45420,72,66
113,-,32155,51,12
113,/,90132,61,8
113,+,87985,44,2
97,+,85802,66,23
97,/,77561,24,30
113,/,32138,1,46
113,/,42439,109,50
113,-,45819,97,70
113,/,6268,3,55
97,+,39776,87,93
113,+,47699,82,95
97,/,60736,27,18
97,/,57363,83,12
113,-,99188,107,93
113,-,66952,24,32
113,/,29376,97,76
113,+,96626,42,53
113,/,54179,74,54
113,/,98030,43,19
113,/,61208,60,3
97,+,78745,71,52
113,/,32155,90,18
113,-,51677,103,46
97,+,21582,58,9
113,-,6268,49,4
113,/,66178,65,1
113,-,4738,81,24
113,+,32155,57,7
113,+,51677,47,83
97,-,34913,7,83
113,/,96626,58,83
113,-,84344,59,100
113,/,40483,52,100
113,+,61208,67,29
97,+,22902,81,91
113,/,17221,30,9
113,/,40541,21,9
113,+,98262,88,40
113,/,8764,74,5
113,+,51028,108,60
113,/,22704,37,48
97,/,37093,64,94
113,-,95111,43,35
97,+,9230,67,82
97,-,69912,88,81
97,/,70596,45,16
97,+,46204,1,33
97,/,66732,37,57
113,/,64108,104,51
113,+,71965,59,43
113,/,15577,49,91
97,/,25040,26,90
113,+,51677,10,46
113,+,27885,9,96
113,+,6146,38,82
97,/,2688,14,95
97,/,47106,7,36
113,-,25005,30,2
113,-,95111,63,15
113,-,51677,58,91
97,-,55447,67,90
97,-,41940,29,7
97,-,31026,31,52
97,+,17531,19,90
97,-,17986,33,8
113,+,88178,23,61
113,-,38286,85,7
113,-,73905,11,105
113,+,3489,3,102
113,-,38353,91,68
97,-,5520,90,95
113,+,45066,68,47
113,+,60716,104,26
113,-,88107,96,97
113,/,29229,10,97
97,/,66732,60,45
97,+,95595,52,5
97,+,45681,16,10
113,/,62575,84,66
97,/,89387,1,50
97,/,90189,61,23
113,/,64460,72,104
97,+,39855,96,84
113,+,15577,110,93
113,/,12109,87,26
113,-,87985,99,85
97,/,58237,69,68
97,/,22902,19,41
113,-,6146,49,108
97,/,49039,54,35
113,+,13880,19,0
97,-,9078,5,52
113,+,60444,49,38
113,/,73271,38,7
113,+,64460,9,59
113,-,18391,40,45
113,/,21170,53,60
113,/,22704,91,23
113,/,5188,18,62
97,/,31026,22,52
113,-,64945,56,27
97,+,21582,31,79
97,+,31026,57,43
113,/,38286,23,82
113,-,22704,69,35
97,/,24506,81,11
97,/,9313,74,28
113,+,90132,49,7
97,+,83449,70,2
113,/,62575,5,85
113,+,92067,81,53
97,+,5956,28,67
113,+,84344,85,18
113,/,25005,2,72
113,/,58742,28,63
97,-,36935,1,74
113,-,8764,84,92
113,/,32138,79,67
113,+,6146,70,1
113,-,38286,1,91
113,+,51028,9,74
97,/,66367,24,49
97,/,17531,49,66
97,+,71429,59,96
113,/,60444,29,50
113,+,28473,48,45
97,+,27813,84,58
113,/,62575,17,64
97,+,17918,1,71
113,+,95111,37,2
97,+,5956,59,1
97,-,69912,33,39
97,-,55447,38,22
113,+,5188,17,7
97,-,97317,66,57
113,/,99188,81,94
113,-,36672,4,56
113,-,42439,7,57
97,+,95595,76,29
113,/,60261,11,54
97,/,3080,59,52
97,+,90189,74,53
113,/,94245,54,50
113,-,5188,55,48
113,/,46526,19,75
113,/,87985,22,44
97,/,3357,88,38
113,-,90764,14,11
113,/,9184,29,90
113,/,28473,91,86
113,+,32138,82,15
97,/,31026,12,63
113,+,78288,106,85
113,/,3935,71,55
97,-,22902,96,11
113,-,47699,50,76
97,/,45681,75,27
113,-,22088,42,11
113,+,73271,91,25
113,+,11343,29,72
113,/,2527,81,31
113,-,77452,27,20
97,-,24752,90,24
97,/,77561,49,30
97,+,55447,45,8
97,+,39813,15,58
97,/,5956,12,11
97,/,97317,64,65
97,-,10109,9,12
113,+,28473,109,106
97,+,61954,71,42
113,/,99188,20,100
113,+,98030,54,0
113,+,98030,58,4
97,+,94353,85,57
113,+,11670,10,41
113,-,67524,68,108
97,+,81815,4,48
113,-,88625,98,48
97,+,24752,42,59
113,-,90338,89,75
97,+,41940,19,55
113,/,60439,2,48
97,+,90189,16,92
113,-,87038,18,10
113,+,15416,24,72
97,-,94353,90,76
113,-,74692,7,105
97,+,13470,94,81
97,-,58237,86,48
113,/,64460,46,45
113,+,56838,86,85
113,/,51677,25,33
113,+,7715,58,89
97,-,17986,45,93
113,/,60716,60,107
113,/,62226,2,38
97,-,9127,91,15
97,-,80549,87,49
113,-,3935,113,93
97,/,69912,22,73
97,/,2688,84,32
97,+,51782,89,73
113,/,15577,64,17
97,+,45468,42,17
97,+,302,32,43
113,+,13880,9,103
113,+,76255,20,0
113,-,66952,33,23
97,/,36556,3,60
113,-,22918,92,0
113,+,66952,36,92
97,/,17918,59,12
113,+,62575,81,54
113,/,17221,85,89
97,+,75993,56,1
97,/,75993,16,93
97,/,21582,90,45
97,-,17918,80,87
113,+,69342,89,49
113,+,17221,82,14
113,-,29376,48,61
97,/,70596,56,96
113,-,46526,95,101
97,-,36413,36,2
113,-,50938,22,66
97,-,9078,19,38
97,/,34702,21,3
113,/,4030,45,89
113,-,88625,101,45
97,-,9297,24,58
97,+,47231,22,14
113,-,95111,83,108
113,/,18391,71,33
97,+,13470,6,90
97,-,39776,82,21
113,-,90338,112,52
97,-,51782,97,81
97,+,65197,50,63
113,/,38124,96,58
113,+,51677,94,17
97,-,24752,24,90
113,+,94644,107,57
97,/,78480,27,93
97,-,81815,90,51
97,+,25367,81,34
97,+,64490,55,40
113,-,8764,51,12
113,-,52810,98,54
113,/,90338,86,33
113,+,60444,52,41
113,/,98262,112,86
113,+,60444,50,39
97,/,66732,73,41
97,+,69658,79,91
113,/,73271,51,80
113,-,73905,53,63
113,+,60444,99,88
97,+,2688,59,31
113,/,32155,111,63
97,+,80549,63,5
113,/,16295,68,13
113,-,64108,36,1
113,/,65979,113,18
113,/,74692,29,89
113,/,18391,38,31
97,-,17918,18,52
113,/,94644,111,61
113,/,29376,103,59
113,+,3935,54,34
97,+,45468,65,40
97,+,21691,10,70
97,/,36935,63,4
113,-,52810,28,11
113,/,62226,47,80
113,+,2296,85,8
97,/,25367,12,76
113,-,44017,82,91
113,/,87038,87,96
113,+,77503,50,35
113,-,84984,15,106
97,/,22902,97,42
113,/,38133,110,7
113,/,15577,4,52
97,/,25367,16,33
97,/,65197,27,86
113,-,53879,21,70
97,+,71429,77,17
113,+,54179,86,25
113,+,61208,87,49
113,-,33576,46,82
113,/,77503,78,89
113,+,90082,10,31
113,/,98030,80,95
97,/,61954,78,18
113,-,22918,68,24
113,/,64945,11,28
113,-,66178,58,15
113,-,66178,57,16
113,-,45420,75,32
113,+,60439,84,68
97,/,47058,77,29
97,/,83449,25,39
97,/,66969,35,70
97,/,97317,7,31
97,+,90189,30,9
113,+,71965,48,32
97,+,80549,71,13
113,-,40358,7,10
113,/,47699,15,15
113,/,99308,58,17
97,+,86933,97,21
97,/,80549,80,36
97,+,2688,82,54
113,/,42439,96,103
97,+,71429,58,95
113,+,94644,23,86
97,+,22452,34,79
113,+,38133,102,41
97,-,45681,17,74
97,-,66732,94,96
97,/,9297,3,92
97,+,85802,17,71
113,/,96626,111,79
113,+,74692,63,62
97,-,60736,53,58
113,+,94644,79,29
97,+,65197,24,37
113,/,71965,19,58
113,-,74692,110,2
97,-,50757,59,64
97,+,96984,0,81
97,/,17531,48,74
113,-,22088,87,79
97,-,89479,74,68
113,/,22918,110,95
113,+,90338,99,37
113,-,16295,88,48
113,/,29376,55,82
113,+,2527,86,14
97,/,84096,18,16
97,+,3357,21,80
113,-,60444,24,78
113,/,54179,47,22
97,/,66732,66,41
97,-,50757,34,89
97,/,66732,31,18
113,+,46646,109,86
113,-,29376,44,65
97,/,17918,66,77
113,+,9184,36,67
113,+,90132,3,74
113,/,95111,103,19
97,/,97317,78,83
113,+,32157,43,108
97,+,31330,6,5
113,-,4030,90,98
113,/,92447,51,4
97,+,47231,15,7
113,/,3935,79,49
113,+,18391,91,63
113,-,32138,10,36
113,-,42439,36,28
97,+,65197,76,89
97,-,68089,24,68
113,+,48186,82,17
113,-,35865,82,75
97,-,41477,77,78
97,/,35467,38,60
97,/,71429,82,95
113,-,94245,45,71
113,-,78097,94,33
113,+,33576,112,14
97,-,5956,34,5
113,-,2296,71,78
113,-,16295,106,30
97,-,5520,91,94
97,+,47231,86,78
113,+,10530,28,49
97,/,50757,21,89
97,/,84026,44,66
113,/,78097,108,45
113,+,17221,19,64
97,+,65197,91,7
97,+,49039,40,94
97,-,36413,84,51
97,-,13470,91,90
97,-,49384,49,59
113,/,7715,110,70
113,+,87038,54,82
97,+,97913,50,90
97,+,39030,25,61
113,/,84984,88,61
113,-,5188,34,69
97,+,90189,56,35
97,/,71429,84,74
113,-,27885,90,110
97,-,41477,78,77
113,-,13469,31,104
97,-,7373,63,35
113,+,13469,81,103
113,+,18628,17,0
97,+,47106,15,76
113,/,78288,7,110
113,+,7715,47,78
97,+,5520,78,69
113,+,51028,61,13
113,+,92437,93,96
113,-,99308,5,89
97,+,76017,49,18
97,+,97317,63,89
97,-,10109,80,38
97,+,3080,28,4
113,/,87038,42,38
113,+,46646,97,74
97,+,92272,27,52
113,+,64945,103,73
113,/,2296,40,57
97,/,21582,86,56
97,-,3357,81,75
113,/,69342,73,45
113,-,88625,34,112
97,/,97913,96,49
97,-,68089,61,31
113,/,94644,48,50
113,/,87038,89,73
113,/,74692,8,70
97,+,27813,82,56
97,-,25367,54,93
113,+,66952,31,87
97,/,78480,70,54
97,+,39030,23,59
113,+,7715,107,25
113,+,2527,107,35
113,-,67524,107,69
97,+,35942,44,96
113,/,32155,62,66
113,+,7715,14,45
113,/,32819,88,33
97,-,45468,85,84
113,/,4030,75,53
113,-,98262,47,18
113,-,87038,75,66
97,/,39776,77,31
113,/,51677,106,35
97,-,81442,47,12
97,-,56754,77,29
113,+,42439,38,102
97,-,25040,34,77
113,+,44017,37,97
113,/,90082,55,55
97,+,39030,6,42
97,-,84096,17,77
113,/,92067,33,77
113,/,51677,58,99
97,+,29432,73,17
97,-,13470,36,48
113,-,40358,107,23
97,/,17918,38,83
97,-,69912,95,74
113,+,22088,23,76
113,/,64108,50,39
113,+,2296,92,15
113,+,66178,52,12
113,+,36672,56,3
97,/,59127,81,50
113,+,67524,57,7
97,/,9127,46,4
113,-,6268,2,51
113,+,15577,13,109
113,-,92447,9,4
113,-,78288,106,99
113,/,38133,23,75
113,-,8764,15,48
113,/,5188,77,67
97,+,75993,50,92
97,+,57363,70,9
113,/,92437,53,49
97,+,95595,37,87
113,+,92437,47,50
113,+,90764,78,103
97,/,7373,38,0
113,+,18391,63,35
97,/,81442,46,24
113,-,87985,63,8
97,+,36935,88,66
97,/,78745,32,35
97,-,80549,91,45
113,+,28473,44,41
113,-,45420,51,56
113,/,32819,53,54
97,/,37093,15,47
97,/,21582,80,75
113,/,58742,92,73
113,-,44017,31,29
97,-,96984,33,48
113,+,94644,68,18
113,+,77503,53,38
113,+,78288,113,92
97,+,58237,94,34
113,/,11670,60,81
97,-,78745,51,27
97,/,36556,79,74
113,+,73271,82,16
113,-,60444,20,82
97,-,81442,14,45
113,/,96626,103,34
97,+,5520,68,59
97,-,47058,45,65
113,+,40358,96,0
97,-,77561,44,14
113,-,87985,80,104
97,+,31026,37,23
97,+,302,89,3
113,/,28473,23,107
113,-,25005,9,23
113,/,88625,89,91
113,+,6146,22,66
113,-,22704,68,36
113,-,64945,105,91
97,+,49039,9,63
113,/,84984,14,81
113,/,87038,13,28
113,+,51028,31,96
97,-,39776,33,70
113,+,40541,38,12
97,+,75993,95,40
113,-,18391,30,55
97,/,32087,31,65
97,-,58237,92,42
113,+,90764,69,94
97,+,24752,23,40
113,-,3935,47,46
113,/,96626,78,108
113,+,48186,70,5
97,-,55447,93,64
113,+,40358,52,69
113,/,96626,96,102
113,/,62226,91,5
113,-,94644,110,66
97,-,47231,57,32
97,/,66969,32,55
113,+,11670,66,97
113,+,61208,55,17
113,-,78288,25,67
97,-,97913,51,86
97,/,3080,56,55
113,+,90338,14,65
113,-,32157,79,99
113,-,88107,34,46
97,-,22704,94,9
113,+,73271,95,29
97,-,17918,37,33
97,+,9313,43,44
97,/,78480,56,43
113,/,51677,6,24
97,-,9078,29,28
113,+,88625,15,48
113,+,94245,24,27
97,/,25367,47,54
113,+,84344,12,58
97,-,39855,81,4
113,+,76255,18,111
113,+,64945,69,39
97,/,77561,53,8
113,-,94245,66,50
97,-,66367,58,58
113,/,46526,54,70
97,/,302,29,10
113,-,4030,0,75
113,-,45066,113,92
113,+,2527,99,27
97,-,69658,23,86
97,/,81442,20,95
113,/,56838,57,93
97,-,9078,39,18
113,/,84344,4,68
113,+,5188,69,59
97,+,78561,2,90
97,+,17531,86,60
97,-,25040,68,43
97,+,56754,31,40
113,/,36672,68,87
97,/,84026,29,84
97,-,21691,45,15
97,+,80549,33,72
113,/,44017,2,86
97,-,3357,91,65
97,+,37093,23,62
97,+,66732,27,23
97,-,94353,66,3
113,/,60261,19,7
113,+,73905,41,44
113,+,67524,27,90
97,-,35942,80,69
97,+,31330,2,1
113,+,60444,30,19
97,-,45681,23,68
97,+,39855,9,94
113,-,53879,98,106
113,-,56838,92,20
97,/,46204,11,29
97,/,66367,85,4
113,+,47699,75,88
113,/,13469,37,25
97,/,80549,10,3
97,-,3357,73,83
113,/,33576,37,3
97,/,9297,96,96
97,/,9313,94,2
97,-,80549,70,66
113,+,18391,2,87
113,-,78097,98,29
97,-,35467,36,26
97,/,2688,63,42
113,+,94644,6,69
97,/,2688,21,31
113,/,38133,49,100
113,-,46646,20,70
97,/,66367,61,20
113,+,33576,61,76
113,+,52810,11,50
97,-,22704,36,67
97,-,24506,2,60
97,/,21582,94,35
